ShipmentID,Date,Origin,Destination,Distance_km,Weight_kg,ShippingMode,EstimatedTime_days,DeliveryTime_days,Delay_hours,FuelCost_USD,TotalCost_USD,PackageValue_USD,CustomerRating,WeatherDelay,TrafficDelay,LostOrDamaged
FDX001454,2023-11-13,San Francisco,Singapore,2527,17.220000000000002,Air,1,2.0,24,4.88,104.62,24.81,4.0,No,No,No
FDX000214,2023-05-24,Denver,London,5009,21.18,Ground,7,9.0,48,3.55,158.19,63.57,5.0,Yes,No,No
FDX001208,2023-01-20,Seattle,Sydney,827,38.93,Air,1,1.0,0,0.82,101.86,73.62,3.0,No,No,No
FDX000573,2023-03-19,Miami,Tokyo,3385,10.78,Air,2,3.0,24,6.03,112.35,14.41,5.0,No,No,No
FDX000087,2023-03-16,Dallas,London,3292,0.82,Ground,6,5.0,0,3.55,83.13,57.47,5.0,No,No,No
FDX001505,2023-08-18,Dallas,Mexico City,2147,26.060000000000002,Express,1,1.0,0,1.96,305.94,14.4,4.0,No,No,No
FDX000203,2023-05-22,Denver,Tokyo,4640,16.76,Air,3,3.0,8,6.56,151.0,39.55,5.0,No,Yes,No
FDX000078,2025-06-17,San Francisco,London,1551,31.790000000000003,Express,1,3.0,48,2.35,306.65,204.08,4.0,No,No,No
FDX001355,2026-01-25,Atlanta,Singapore,2171,24.020000000000003,Air,2,2.0,4,3.45,106.81,29.3,3.0,No,No,No
FDX000001,2023-05-21,Los Angeles,London,1665,18.48,Air,1,1.0,0,1.61,80.09,50.93,1.0,No,No,No
FDX000389,2023-12-10,Houston,Berlin,3911,42.690000000000005,Air,1,1.0,0,5.38,184.74,105.27,4.0,No,No,No
FDX001604,2024-07-17,Denver,Dubai,2210,30.03,Air,2,3.0,24,3.03,118.35,21.8,4.0,No,No,No
FDX000440,2024-09-28,New York,Berlin,3362,0.19,Ground,5,5.0,0,2.69,80.69,164.18,3.0,No,No,No
FDX000063,2023-09-23,New York,Berlin,5747,8.11,Ground,8,6.0,0,3.86,147.74,10.0,4.0,No,No,No
FDX000175,2023-02-20,Atlanta,Mexico City,5079,56.730000000000004,Ground,8,10.0,48,3.39,230.21,308.19,4.0,No,No,No
FDX001543,2023-08-20,New York,London,3771,3.5100000000000002,Air,2,4.0,62,6.38,106.58,61.26,4.0,No,No,No
FDX001175,2023-05-09,Los Angeles,Berlin,2507,32.410000000000004,Air,2,1.0,0,4.88,134.6,12.28,1.0,No,No,No
FDX000343,2024-02-06,New York,Mexico City,5970,14.77,Air,3,1.0,0,10.98,186.88,55.36,3.0,No,No,No
FDX001654,2025-01-08,Miami,Singapore,5077,3.63,Air,2,5.0,74,5.15,129.25,45.39,4.0,No,No,No
FDX001932,2024-08-01,Houston,São Paulo,2490,13.16,Air,1,2.0,24,2.94,89.94,178.67,5.0,No,No,No
FDX000552,2023-09-19,Dallas,Berlin,3562,9.92,Ground,4,5.0,24,2.83,104.57,145.15,2.0,No,No,No
FDX000253,2025-04-14,Seattle,Berlin,2752,3.0300000000000002,Air,2,2.0,0,3.03,75.19,10.0,5.0,Yes,No,No
FDX000298,2024-11-05,Chicago,Dubai,3213,38.74,Air,2,2.0,2,4.11,159.07,32.65,3.0,No,No,No
FDX000546,2023-01-12,Miami,Tokyo,4095,2.64,Express,2,1.0,0,7.27,313.99,53.01,4.0,No,No,No
FDX000544,2024-01-17,Chicago,Dubai,2747,35.910000000000004,Air,1,1.0,10,3.11,141.09,42.03,5.0,No,No,No
FDX000278,2023-11-19,Atlanta,Singapore,2059,8.79,Air,1,1.0,0,4.03,75.85,30.12,4.0,Yes,No,No
FDX000815,2026-10-31,Denver,Mexico City,5471,4.96,Air,3,5.0,48,7.9,148.04,32.94,5.0,No,No,No
FDX001888,2023-03-26,Dallas,Tokyo,775,28.23,Air,1,3.0,48,1.48,81.4,12.11,3.0,No,No,No
FDX000323,2023-07-25,Seattle,Berlin,4192,6.26,Air,3,4.0,24,6.4,120.56,38.83,1.0,Yes,No,No
FDX001744,2023-09-21,New York,Mumbai,3682,0.59,Air,1,2.0,25,5.81,97.25,10.0,4.0,Yes,Yes,No
FDX000835,2023-12-16,Los Angeles,Dubai,2506,1.1400000000000001,Express,1,1.0,9,2.75,265.65,40.97,4.0,No,No,No
FDX001630,2023-09-06,Atlanta,Mexico City,2921,6.739999999999999,Air,1,1.0,0,3.69,87.97,137.51,5.0,No,No,No
FDX001185,2024-01-11,Chicago,Mumbai,1497,50.63,Air,1,1.0,7,2.34,143.22,10.0,4.0,No,Yes,No
FDX000491,2025-10-09,Chicago,London,3730,0.96,Air,2,2.0,7,7.54,104.14,11.2,3.0,No,No,No
FDX001342,2024-03-25,Denver,Mexico City,4195,33.01,Air,2,2.0,0,7.79,178.29,56.72,3.0,No,No,No
FDX000811,2023-07-29,Miami,Tokyo,3042,9.48,Ground,5,2.0,0,3.55,95.45,63.93,5.0,No,No,No
FDX000609,2023-08-31,New York,Berlin,5327,15.61,Ground,8,8.0,7,5.38,158.9,109.34,4.0,No,No,No
FDX001200,2023-02-18,Chicago,São Paulo,3281,43.68,Air,2,1.0,0,5.83,175.47,40.77,5.0,No,No,No
FDX001713,2023-04-22,Houston,Tokyo,4133,22.98,Air,2,1.0,0,6.65,153.57,27.45,4.0,No,No,No
FDX001432,2023-08-01,Miami,Berlin,4249,13.28,Air,3,3.0,0,6.85,137.09,44.21,5.0,No,No,No
FDX001623,2023-06-22,Houston,Tokyo,5426,22.630000000000003,Air,2,3.0,24,7.75,182.03,23.23,5.0,No,No,No
FDX000395,2023-03-31,Houston,Sydney,1680,9.94,Express,1,2.0,28,3.14,267.9,26.77,4.0,No,No,No
FDX001090,2024-03-08,Denver,Toronto,1332,13.65,Express,1,1.0,8,2.58,266.68,10.0,5.0,Yes,No,No
FDX001968,2023-06-07,Dallas,Mexico City,3019,6.3,Air,2,5.0,77,3.06,87.16,101.61,5.0,No,No,No
FDX000789,2023-06-11,Houston,Sydney,4017,25.07,Express,2,3.0,24,6.38,354.62,64.73,5.0,No,No,No
FDX001642,2024-08-31,Dallas,Toronto,1735,34.92,Express,1,1.0,4,2.72,317.7,11.02,5.0,No,No,No
FDX001510,2023-08-26,Dallas,São Paulo,3154,10.34,Ground,3,2.0,0,2.58,96.5,29.55,4.0,No,No,No
FDX001763,2024-03-02,Miami,Sydney,3867,61.99,Air,1,1.0,11,5.13,221.71,20.5,4.0,No,No,No
FDX001879,2023-07-16,Atlanta,Mexico City,4406,23.5,Express,2,2.0,0,7.19,361.69,35.01,4.0,No,No,No
FDX001584,2023-08-09,Seattle,Toronto,2921,40.690000000000005,Express,1,6.0,121,6.12,363.16,12.16,5.0,Yes,No,No
FDX001737,2024-05-10,Los Angeles,London,1728,34.47,Express,1,1.0,0,1.72,313.66,107.92,5.0,No,No,No
FDX001870,2023-10-15,Denver,Toronto,3514,17.650000000000002,Express,2,2.0,8,6.28,329.42,51.35,2.0,No,No,No
FDX001890,2023-03-24,Seattle,Sydney,4543,6.09,Air,3,3.0,0,5.5,124.54,45.17,3.0,No,No,No
FDX001384,2023-01-12,Miami,London,4354,6.4799999999999995,Express,2,5.0,72,6.5,324.54,80.86,5.0,No,Yes,No
FDX000702,2023-06-19,Houston,Singapore,2752,36.96,Air,1,8.0,181,5.53,150.55,67.85,4.0,Yes,No,No
FDX000296,2023-04-29,Denver,Mexico City,2028,8.84,Air,2,1.0,0,2.15,69.69,81.95,3.0,No,No,No
FDX001808,2026-10-04,Seattle,São Paulo,2335,9.299999999999999,Ground,3,3.0,15,2.57,78.01,40.31,5.0,No,No,No
FDX001605,2024-03-06,San Francisco,Dubai,1205,28.05,Ground,3,1.0,0,1.2,88.8,211.4,4.0,No,No,No
FDX000012,2023-09-27,Los Angeles,Sydney,5369,7.81,Air,3,4.0,24,5.41,144.23,360.64,5.0,No,No,No
FDX000641,2023-09-16,Houston,Mumbai,3957,1.0,Air,1,3.0,52,7.61,108.97,46.54,4.0,Yes,No,No
FDX001387,2024-08-08,Chicago,Dubai,4056,9.82,Air,2,5.0,75,8.01,129.79,133.64,4.0,No,No,No
FDX001467,2025-05-16,Los Angeles,Mumbai,2245,45.730000000000004,Air,1,1.0,0,3.79,152.73,91.64,4.0,No,No,No
FDX000282,2023-01-08,Denver,São Paulo,2430,45.09,Ground,3,3.0,10,2.92,152.54,10.0,5.0,No,No,No
FDX001037,2023-01-13,New York,Mumbai,3955,22.580000000000002,Air,2,1.0,0,5.07,144.47,57.8,4.0,No,No,No
FDX000947,2023-03-13,Houston,Dubai,2465,6.949999999999999,Air,2,2.0,0,2.95,77.05,15.26,4.0,No,No,No
FDX001601,2025-04-19,Seattle,São Paulo,3143,2.58,Ground,3,3.0,0,3.03,82.11,63.59,5.0,No,No,No
FDX000923,2025-10-26,Dallas,Mexico City,2999,36.03,Air,1,1.0,6,5.26,152.82,34.34,4.0,No,No,No
FDX000619,2023-08-30,Denver,London,665,11.379999999999999,Express,1,4.0,72,1.37,245.17,14.73,4.0,No,No,No
FDX000149,2023-08-04,Chicago,São Paulo,2780,39.6,Air,1,1.0,0,5.03,154.89,57.69,3.0,No,No,No
FDX000398,2023-02-12,Chicago,Berlin,3670,35.480000000000004,Express,2,3.0,24,7.08,370.6,45.46,3.0,No,No,No
FDX001138,2023-04-14,Chicago,Sydney,3542,9.33,Air,1,3.0,59,3.59,105.27,30.36,3.0,No,No,No
FDX001881,2024-02-08,San Francisco,Tokyo,3565,2.12,Ground,5,3.0,0,2.17,87.05,55.09,4.0,No,No,No
FDX000720,2023-01-08,Dallas,Dubai,5726,28.020000000000003,Express,3,1.0,0,7.5,398.06,41.88,3.0,No,No,No
FDX001116,2023-07-01,Denver,Tokyo,1102,15.98,Express,1,1.0,10,1.86,264.58,446.12,5.0,No,No,No
FDX001905,2023-07-08,New York,Mumbai,4311,14.94,Ground,7,9.0,48,2.4,128.3,15.14,4.0,No,No,No
FDX001877,2027-11-21,New York,Mumbai,7744,39.81,Air,4,5.0,25,10.86,272.08,42.15,5.0,No,Yes,No
FDX001551,2024-02-18,San Francisco,Mexico City,2653,12.889999999999999,Air,1,1.0,13,4.64,97.76,35.61,5.0,No,No,No
FDX000556,2025-02-02,Chicago,Mexico City,492,9.0,Ground,2,1.0,0,0.58,34.58,97.58,5.0,No,No,No
FDX001455,2024-03-21,Atlanta,Mumbai,3356,30.23,Express,2,2.0,0,4.66,346.56,24.85,4.0,No,No,No
FDX001398,2024-11-02,Seattle,Mumbai,2475,32.78,Ground,4,1.0,0,1.48,124.5,59.36,1.0,No,No,No
FDX001130,2025-09-13,San Francisco,São Paulo,2031,0.17,Express,1,1.0,20,3.53,256.55,87.4,5.0,No,No,No
FDX000327,2027-10-04,Miami,Berlin,3331,32.24,Express,2,2.0,0,6.43,355.39,313.32,4.0,No,No,No
FDX001607,2023-04-10,Miami,Mexico City,2401,34.59,Ground,3,4.0,26,2.87,130.81,24.68,4.0,No,Yes,No
FDX000668,2024-03-11,San Francisco,São Paulo,1518,32.980000000000004,Air,1,1.0,0,2.38,108.46,166.81,3.0,No,No,No
FDX000874,2023-03-31,Denver,Mumbai,1168,4.06,Air,1,2.0,33,2.13,42.87,39.2,5.0,No,No,No
FDX000376,2023-01-12,Seattle,Dubai,3002,15.18,Air,2,3.0,24,5.29,111.27,10.0,4.0,No,No,No
FDX001162,2023-03-01,Seattle,Tokyo,3515,1.6,Ground,4,4.0,1,4.01,90.53,15.96,4.0,No,No,No
FDX001054,2025-10-15,Dallas,London,2216,36.75,Ground,3,2.0,0,2.18,129.36,13.73,3.0,No,No,No
FDX000481,2023-01-05,San Francisco,Berlin,1235,13.36,Ground,2,3.0,24,1.17,59.93,91.85,4.0,No,No,No
FDX000987,2023-01-27,Seattle,Berlin,4038,33.730000000000004,Air,3,2.0,0,7.25,174.97,42.98,5.0,No,No,Yes
FDX000597,2023-03-03,Chicago,Sydney,3668,28.75,Ground,4,4.0,0,3.21,145.49,80.05,5.0,No,No,No
FDX001822,2024-02-03,Denver,Dubai,4878,31.150000000000002,Ground,8,9.0,29,4.0,176.86,77.83,5.0,No,No,No
FDX000721,2025-01-08,Denver,London,5083,17.73,Air,3,3.0,0,9.16,169.6,107.04,5.0,No,No,No
FDX000472,2023-05-13,Chicago,Mumbai,2335,23.09,Air,1,1.0,20,3.89,109.55,33.66,5.0,No,No,No
FDX000017,2023-03-25,Los Angeles,London,2907,18.92,Express,1,2.0,36,4.33,313.97,75.42,4.0,No,No,No
FDX001715,2023-06-14,New York,London,4214,3.88,Air,3,2.0,0,4.78,111.38,11.4,4.0,No,Yes,No
FDX000076,2024-09-04,Houston,Berlin,4067,26.37,Ground,7,14.0,168,2.99,148.05,21.05,4.0,Yes,Yes,No
FDX000135,2025-10-03,San Francisco,Sydney,1564,11.31,Air,1,3.0,71,2.47,66.31,85.69,4.0,No,No,No
FDX000002,2023-10-16,Houston,Mumbai,3141,12.54,Air,2,4.0,48,3.58,103.64,32.19,4.0,No,No,No
FDX001864,2023-01-11,New York,Dubai,4625,18.5,Air,2,2.0,10,8.04,158.62,35.1,5.0,No,No,No
FDX000438,2023-04-04,Chicago,Tokyo,4517,19.76,Air,3,4.0,25,7.02,155.92,33.07,4.0,No,No,No
FDX001772,2026-05-04,San Francisco,Singapore,4464,16.51,Air,2,2.0,1,8.58,153.04,10.0,5.0,No,No,No
FDX000320,2027-08-26,Chicago,Mexico City,339,20.07,Air,1,4.0,72,0.5,53.42,12.54,4.0,Yes,No,No
FDX001330,2023-03-14,Denver,São Paulo,2392,17.43,Air,1,2.0,24,4.75,101.95,36.95,5.0,No,No,No
FDX000932,2023-05-18,Dallas,Mexico City,661,19.66,Air,1,1.0,0,1.06,60.72,44.25,4.0,No,No,No
FDX001621,2023-04-22,Los Angeles,Dubai,3614,33.2,Air,2,5.0,72,6.48,163.12,157.79,5.0,No,No,No
FDX000519,2025-05-12,Denver,Mexico City,2674,15.959999999999999,Air,1,1.0,0,5.16,105.88,34.3,4.0,No,No,No
FDX001866,2023-06-20,Los Angeles,Tokyo,2551,18.1,Express,1,2.0,27,3.24,301.94,185.97,4.0,No,No,No
FDX000700,2023-03-17,Atlanta,Sydney,2640,6.22,Express,1,1.0,0,4.38,283.38,56.3,5.0,No,No,No
FDX000568,2023-04-24,Dallas,Singapore,2929,4.33,Ground,3,3.0,2,1.82,77.7,23.8,4.0,No,No,No
FDX001265,2023-01-06,Denver,Mexico City,4373,19.62,Air,2,2.0,2,6.48,151.14,347.2,4.0,No,No,No
FDX000379,2023-01-03,Los Angeles,Berlin,2764,1.52,Ground,5,5.0,0,2.41,70.55,15.26,3.0,No,No,No
FDX001087,2023-05-23,Houston,Mexico City,2642,31.55,Air,1,1.0,2,4.64,134.86,12.12,4.0,No,No,No
FDX001167,2023-02-25,Los Angeles,Dubai,2471,29.130000000000003,Ground,5,6.0,24,1.36,116.76,12.29,5.0,No,Yes,No
FDX000983,2023-06-11,Seattle,Berlin,3501,6.81,Ground,6,8.0,62,4.39,101.81,128.97,4.0,No,No,No
FDX001189,2023-02-06,Los Angeles,Berlin,3472,3.11,Express,2,3.0,24,3.93,292.45,65.11,5.0,No,Yes,No
FDX001156,2023-02-25,Miami,Tokyo,6838,4.1899999999999995,Ground,9,10.0,44,6.92,170.9,44.36,4.0,Yes,No,No
FDX000415,2023-09-29,Seattle,Singapore,2706,20.790000000000003,Ground,3,2.0,0,3.01,109.73,22.22,4.0,No,Yes,No
FDX001760,2025-07-30,Denver,Mexico City,1071,1.4200000000000002,Ground,2,4.0,59,1.12,32.62,14.4,3.0,No,No,No
FDX001569,2023-06-05,Houston,São Paulo,5131,14.11,Air,3,7.0,96,6.06,154.02,229.82,5.0,Yes,No,No
FDX001008,2023-04-07,Chicago,Toronto,1434,18.020000000000003,Air,1,1.0,10,2.26,76.5,18.62,3.0,No,No,No
FDX001849,2023-06-08,Dallas,Berlin,4156,34.21,Air,3,3.0,0,3.91,168.27,29.15,5.0,No,No,No
FDX001411,2023-12-14,Dallas,Singapore,1807,48.03,Air,1,1.0,0,2.22,143.86,12.75,3.0,No,No,No
FDX000522,2023-11-29,Denver,Tokyo,5066,5.699999999999999,Air,2,2.0,0,7.18,139.26,23.02,5.0,No,No,No
FDX000718,2024-02-19,Houston,London,5019,14.879999999999999,Air,2,2.0,6,8.57,160.85,86.92,1.0,No,No,No
FDX001983,2024-01-02,New York,Berlin,3358,5.63,Air,1,1.0,0,4.27,96.23,13.46,4.0,No,No,No
FDX001140,2025-03-25,Chicago,Berlin,1790,12.11,Express,1,4.0,72,3.52,275.58,15.97,2.0,No,No,No
FDX000871,2023-02-03,Dallas,São Paulo,3683,5.619999999999999,Ground,5,5.0,12,4.17,102.41,22.18,2.0,No,No,No
FDX001268,2023-01-20,New York,Mexico City,4793,11.719999999999999,Air,2,2.0,8,9.36,152.38,123.86,3.0,No,No,No
FDX001863,2024-02-10,Houston,Mumbai,3623,9.28,Air,2,4.0,48,6.22,114.68,23.45,4.0,No,No,No
FDX001665,2023-03-17,Denver,Toronto,3405,10.73,Ground,6,6.0,0,2.63,102.45,36.51,5.0,No,No,No
FDX001711,2023-01-22,Denver,Mexico City,5950,24.560000000000002,Ground,8,9.0,24,4.5,186.62,108.75,4.0,No,No,No
FDX000180,2025-07-26,Miami,Sydney,4095,8.15,Express,2,2.0,0,6.19,321.77,110.06,4.0,No,No,No
FDX001847,2023-11-13,San Francisco,Tokyo,3420,9.02,Express,2,1.0,0,3.47,301.85,82.18,3.0,No,No,No
FDX001347,2023-04-08,Denver,Dubai,2760,26.96,Ground,5,5.0,1,3.3,124.02,270.03,4.0,No,No,No
FDX000864,2023-06-24,Atlanta,Dubai,2343,29.020000000000003,Ground,4,2.0,0,1.56,114.58,62.75,5.0,No,No,No
FDX001703,2024-06-28,Atlanta,Sydney,3032,6.609999999999999,Ground,3,4.0,24,3.66,89.84,30.19,5.0,No,No,No
FDX002000,2023-11-23,Los Angeles,Toronto,2478,0.30000000000000004,Ground,4,4.0,0,2.32,62.12,20.85,5.0,No,No,No
FDX000346,2023-02-25,Miami,Dubai,1820,12.79,Ground,2,1.0,0,1.48,71.42,44.48,4.0,No,No,No
FDX000051,2023-08-01,Atlanta,Mumbai,2449,5.97,Ground,4,4.0,0,1.41,70.15,17.06,2.0,No,No,No
FDX001979,2024-02-13,Atlanta,São Paulo,624,8.33,Air,1,1.0,5,0.9,36.84,17.38,4.0,No,No,No
FDX000969,2025-04-26,Miami,Mumbai,4163,26.87,Air,3,4.0,24,4.69,156.07,29.8,4.0,No,No,No
FDX000263,2023-02-09,Denver,Berlin,1289,28.360000000000003,Express,1,2.0,30,1.88,293.14,46.0,3.0,No,No,No
FDX000121,2024-06-02,Houston,Mumbai,2969,28.46,Ground,4,5.0,24,3.03,130.39,37.97,4.0,No,No,No
FDX001477,2023-05-02,Chicago,São Paulo,2335,15.66,Express,1,1.0,2,2.2,289.62,18.06,2.0,No,No,No
FDX001141,2023-04-28,Dallas,Mexico City,2075,5.609999999999999,Air,2,3.0,24,3.02,66.78,38.4,4.0,No,No,No
FDX000220,2023-10-05,Atlanta,São Paulo,1795,10.43,Air,1,5.0,97,3.13,71.15,87.22,4.0,No,Yes,No
FDX000268,2023-05-06,Seattle,Dubai,2230,29.080000000000002,Air,2,3.0,24,3.55,118.41,91.23,5.0,No,No,No
FDX000844,2024-11-09,Houston,Berlin,4148,29.900000000000002,Air,3,4.0,49,6.3,166.66,21.41,4.0,Yes,Yes,No
FDX000291,2023-07-28,Miami,Singapore,4354,12.84,Air,3,5.0,52,8.19,142.33,78.32,4.0,No,Yes,No
FDX000693,2023-09-06,Denver,Mumbai,4322,21.94,Ground,6,7.0,24,2.48,142.76,82.22,5.0,No,Yes,No
FDX000698,2023-03-10,Chicago,Toronto,3501,7.42,Air,1,1.0,0,6.2,108.46,132.17,4.0,No,No,No
FDX001833,2023-05-25,Miami,Tokyo,3392,14.54,Air,1,1.0,4,3.92,113.68,10.0,3.0,No,No,No
FDX000717,2023-01-10,Chicago,Tokyo,4506,25.830000000000002,Ground,7,10.0,79,3.79,158.15,10.0,5.0,No,Yes,No
FDX001571,2024-03-23,New York,Tokyo,4202,34.160000000000004,Ground,6,7.0,25,4.91,172.09,197.29,4.0,No,No,No
FDX000075,2023-03-20,Miami,Tokyo,3249,37.660000000000004,Ground,6,3.0,0,3.22,154.96,52.69,4.0,No,No,No
FDX000575,2023-07-02,Dallas,São Paulo,2993,31.610000000000003,Ground,4,4.0,0,2.11,134.41,162.3,4.0,No,No,No
FDX000774,2024-01-02,Dallas,Toronto,3851,30.91,Ground,5,5.0,1,3.03,152.93,349.85,3.0,No,Yes,No
FDX001875,2023-03-17,Houston,Singapore,3003,8.969999999999999,Ground,4,4.0,0,3.12,92.36,100.84,5.0,No,No,No
FDX001677,2023-02-11,Houston,Tokyo,3595,2.43,Ground,6,5.0,0,2.2,88.36,67.42,4.0,No,No,No
FDX000318,2023-01-23,Houston,Toronto,5322,6.05,Ground,8,12.0,96,5.71,140.67,33.74,4.0,No,No,No
FDX000964,2023-12-14,Los Angeles,Berlin,534,33.49,Ground,2,3.0,24,0.4,83.86,29.58,4.0,No,Yes,No
FDX000655,2023-08-30,Miami,Singapore,2975,35.190000000000005,Air,2,3.0,26,3.29,144.75,13.21,4.0,No,Yes,No
FDX001462,2023-10-09,Los Angeles,Dubai,2554,24.76,Ground,3,4.0,24,3.18,115.14,42.48,4.0,No,Yes,No
FDX001511,2024-08-04,Los Angeles,Mumbai,4747,5.409999999999999,Ground,6,3.0,0,5.17,126.27,18.07,4.0,No,No,No
FDX001684,2024-05-05,Los Angeles,Mexico City,2828,7.63,Air,2,2.0,0,3.65,87.77,113.28,4.0,No,No,No
FDX000956,2024-05-06,Dallas,Dubai,4731,21.34,Express,3,2.0,0,7.06,363.48,50.79,4.0,No,No,No
FDX001764,2024-11-20,Denver,Singapore,1180,30.14,Air,1,1.0,0,1.58,93.62,21.83,4.0,No,No,No
FDX000902,2023-09-06,Miami,Berlin,4709,2.11,Air,3,6.0,72,6.52,122.96,23.47,5.0,No,No,No
FDX000514,2023-09-12,New York,Toronto,5390,14.709999999999999,Ground,7,6.0,0,4.0,154.22,83.2,5.0,No,Yes,No
FDX000441,2024-04-03,Houston,Toronto,3056,13.67,Air,1,2.0,24,5.24,109.18,77.26,5.0,No,No,No
FDX000622,2023-04-22,Denver,Toronto,1913,22.880000000000003,Air,1,5.0,120,3.93,100.81,62.46,4.0,No,Yes,No
FDX000984,2023-04-08,Houston,Singapore,4081,4.369999999999999,Air,2,2.0,0,7.69,118.43,16.04,5.0,No,Yes,No
FDX001576,2023-01-17,San Francisco,São Paulo,4598,1.1600000000000001,Ground,5,5.0,17,3.08,108.52,45.11,5.0,No,No,No
FDX000206,2023-12-08,Dallas,Tokyo,3895,4.81,Ground,6,6.0,0,3.31,102.45,47.98,5.0,No,No,No
FDX001269,2023-12-09,Chicago,São Paulo,4624,15.84,Ground,5,5.0,0,4.18,141.7,84.63,3.0,No,No,No
FDX000057,2023-07-03,Houston,Singapore,3066,,Ground,3,,0,,200.31,10.0,,No,No,No
FDX000501,2023-04-14,Los Angeles,Dubai,3201,35.050000000000004,Air,2,2.0,1,6.12,157.48,164.79,4.0,No,No,No
FDX001545,2023-03-01,Houston,Sydney,5310,25.94,Express,3,4.0,24,9.47,391.49,119.53,4.0,No,No,No
FDX001238,2023-03-29,Denver,Dubai,2282,3.98,Air,1,2.0,24,4.7,72.7,68.56,3.0,No,Yes,No
FDX001681,2023-09-21,Atlanta,Dubai,3967,13.9,Express,2,2.0,0,7.03,333.23,63.67,4.0,No,No,No
FDX000426,2024-09-26,Los Angeles,Toronto,1073,10.45,Air,1,1.0,2,1.8,52.76,38.14,5.0,No,No,No
FDX000742,2023-11-14,Miami,Dubai,6390,0.49,Ground,8,10.0,52,5.14,149.2,26.07,4.0,No,No,No
FDX001962,2023-02-12,San Francisco,Dubai,4179,3.54,Ground,6,7.0,35,2.69,103.73,10.0,4.0,No,No,No
FDX000590,2023-03-27,Denver,Dubai,3196,8.129999999999999,Ground,5,3.0,0,2.77,93.49,45.55,5.0,No,No,No
FDX000238,2024-01-03,San Francisco,Sydney,2887,17.16,Air,1,2.0,24,4.28,109.9,12.93,1.0,No,Yes,No
FDX001993,2023-01-28,Denver,Dubai,2193,23.09,Air,2,2.0,6,2.68,103.08,57.57,4.0,No,No,No
FDX001509,2023-01-10,Houston,Tokyo,1700,7.25,Ground,2,1.0,0,1.09,56.77,49.16,2.0,No,No,No
FDX000176,2023-08-25,Atlanta,Mumbai,3102,17.970000000000002,Express,2,3.0,24,5.53,319.57,20.98,4.0,No,No,No
FDX001035,2024-08-13,Los Angeles,Mumbai,86,29.560000000000002,Ground,2,2.0,0,0.1,66.14,58.03,5.0,No,No,No
FDX001212,2024-05-08,Dallas,London,3119,26.21,Ground,3,3.0,0,3.51,130.33,10.0,5.0,No,No,No
FDX001325,2023-05-16,Dallas,São Paulo,2913,5.109999999999999,Ground,4,5.0,24,2.25,80.23,40.86,4.0,No,No,No
FDX000153,2024-01-31,Seattle,Mexico City,2339,30.990000000000002,Ground,3,5.0,48,2.92,122.52,127.25,3.0,No,No,No
FDX001774,2024-03-13,Seattle,Sydney,3711,60.71,Ground,6,12.0,144,2.53,208.23,119.74,4.0,No,No,No
FDX001821,2023-11-26,New York,Dubai,3487,12.77,Air,1,1.0,1,5.09,115.55,13.69,5.0,No,No,No
FDX001317,2023-03-23,Los Angeles,Sydney,1969,9.74,Ground,3,2.0,0,1.58,68.6,10.0,5.0,No,No,No
FDX000860,2023-08-24,Dallas,Toronto,2098,23.78,Ground,3,5.0,48,1.17,98.03,32.83,4.0,No,No,No
FDX001697,2023-06-19,Atlanta,Toronto,1995,17.770000000000003,Air,1,1.0,0,2.29,87.31,34.98,5.0,No,No,No
FDX001819,2024-04-06,New York,Toronto,3976,4.1,Air,2,2.0,0,5.6,109.52,10.0,5.0,No,Yes,No
FDX001396,2023-02-14,Dallas,Singapore,3693,22.59,Ground,4,4.0,6,2.22,130.7,48.27,4.0,No,No,No
FDX001203,2024-04-17,Seattle,Dubai,2266,26.98,Air,1,1.0,19,4.48,117.72,114.64,2.0,No,No,No
FDX000884,2024-12-29,Miami,Mexico City,3838,16.720000000000002,Express,2,1.0,0,5.55,331.85,53.58,4.0,No,No,No
FDX001794,2024-06-09,Chicago,Tokyo,1495,2.14,Ground,2,7.0,135,0.93,41.97,25.65,4.0,No,No,No
FDX001742,2024-11-25,Denver,Dubai,4987,21.560000000000002,Ground,8,8.0,13,2.8,156.26,89.62,5.0,No,Yes,No
FDX000265,2023-01-21,Los Angeles,Tokyo,4840,14.86,Air,2,1.0,0,8.06,155.7,220.72,3.0,No,Yes,No
FDX000292,2023-02-02,Los Angeles,Sydney,2130,30.110000000000003,Air,2,3.0,28,2.74,116.04,38.17,5.0,No,No,No
FDX001723,2023-10-06,Seattle,Mumbai,4531,4.409999999999999,Ground,6,6.0,0,5.38,120.58,24.86,5.0,No,No,No
FDX001461,2024-10-21,San Francisco,Mexico City,2002,30.990000000000002,Air,2,6.0,96,2.39,114.19,20.98,5.0,No,No,No
FDX001840,2023-06-26,Miami,Singapore,5649,37.9,Express,3,3.0,0,8.08,418.02,27.91,4.0,No,No,No
FDX000023,2023-03-03,San Francisco,Mumbai,2837,3.97,Ground,3,3.0,0,2.99,78.65,11.43,5.0,No,No,No
FDX001489,2024-02-07,Houston,São Paulo,3955,14.61,Air,1,2.0,24,7.15,134.77,181.5,5.0,No,No,No
FDX000882,2024-04-13,Seattle,Mumbai,5474,30.560000000000002,Air,3,3.0,4,10.12,205.96,10.0,4.0,No,No,No
FDX000339,2023-08-04,Denver,Toronto,3993,0.87,Ground,6,6.0,1,2.5,94.1,10.0,4.0,No,No,No
